state,yr,qtr,index_sa
WY,2000,3,164.00
WY,2000,4,169.32
WY,2001,1,168.77
WY,2001,2,171.74
WY,2001,3,174.58
WY,2001,4,179.74
WY,2002,1,183.71
WY,2002,2,187.57
WY,2002,3,189.35
WY,2002,4,193.76
WY,2003,1,193.19
WY,2003,2,200.86
WY,2003,3,206.08
WY,2003,4,208.57
WY,2004,1,215.77
WY,2004,2,218.78
WY,2004,3,224.66
WY,2004,4,229.21
WY,2005,1,235.46
WY,2005,2,241.58
WY,2005,3,250.16
WY,2005,4,258.73
WY,2006,1,267.64
WY,2006,2,272.95
WY,2006,3,278.06
WY,2006,4,292.79
WY,2007,1,295.42
WY,2007,2,302.62
WY,2007,3,305.61
WY,2007,4,303.40
WY,2008,1,304.85
WY,2008,2,300.81
WY,2008,3,301.66
WY,2008,4,303.24
WY,2009,1,287.92
WY,2009,2,291.50
WY,2009,3,289.55
WY,2009,4,285.39
WY,2010,1,284.19
WY,2010,2,283.44
WY,2010,3,277.22
WY,2010,4,279.56
WY,2011,1,283.56
WY,2011,2,284.96
WY,2011,3,283.99
WY,2011,4,276.31
WY,2012,1,285.75
WY,2012,2,290.47
WY,2012,3,295.85
WY,2012,4,298.69
WY,2013,1,292.37
WY,2013,2,298.21
WY,2013,3,303.54
WY,2013,4,308.37
